Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
29496520,The Swoly Bible: The Bro Science Way of Life,Dom Mazzetti,"Mazzetti, Dom",,0735211124,9780735211124,4,3.9,Plume,Paperback,256,2016,2016,2017/01/24,2016/11/05,,,read,"For those that follow BroScience on YouTube, this was a really entertaining book. I highly recommend the Audiobook version, as his voice is probably 80% of the comedy. <br/><br/>As mentioned in other reviews, a lot of the later chapters are copied from his videos. However it's still an enjoyable listen. ",,,1,0
18176747,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers―Straight Talk on the Challenges of Entrepreneurship,Ben Horowitz,"Horowitz, Ben",,0062273205,9780062273208,4,4.2,Harper Business,Hardcover,304,2014,2014,2017/01/16,2016/09/12,,,read,"As someone who knew almost nothing about Ben Horowitz, DMX was not an opening line that I anticipated. The book is an enjoyable read, even though its pretty unrelated to day-to-day. If I were to ever become a founder of a tech startup, this book is a perfect resource for being a great wartime CEO.<br/><br/>",,,1,0
18453086,Michael Jordan: The Life,Roland Lazenby,"Lazenby, Roland",,0316194778,9780316194778,0,4.31,"Little, Brown and Company",Hardcover,720,2014,2014,,2017/01/12,to-read,to-read (#12),to-read,,,,0,0
26156469,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,"Voss, Chris",Tahl Raz,0062407805,9780062407801,4,4.34,Harper Business,Hardcover,274,2016,2016,2016/12/15,2016/05/20,,,read,,,,1,0
26068019,Negotiating the Nonnegotiable: How to Resolve Your Most Emotionally Charged Conflicts,Daniel Shapiro,"Shapiro, Daniel",,0670015563,9780670015566,0,3.86,Viking,Hardcover,336,2016,2016,,2016/12/14,to-read,to-read (#11),to-read,,,,0,0
25173297,Discussing Design: Improving Communication and Collaboration through Critique,Adam Connor,"Connor, Adam",Aaron Irizarry,1491924047,9781491924044,4,3.86,O'Reilly Media,ebook,150,2015,2015,2016/12/07,2016/02/24,,,read,"For people who work closely with designers, this book gives great practical advice on how to properly 'critique'. <br/><br/>The first half of the book is useful, while the second goes into granular details of some 9-5 basics, e.g. ""be sure to take notes""<br/><br/>Would recommend for anyone who collaborates with designers sometimes, and mandatory for people who are responsible for designing (or approving designs) of user facing products. ",,,1,0
27276428,The Gene: An Intimate History,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,,,0,4.35,Scribner,Hardcover,592,2016,2016,,2016/12/06,to-read,to-read (#10),to-read,,,,0,0
27246166,String Theory: David Foster Wallace on Tennis,David Foster Wallace,"Wallace, David Foster",John Jeremiah Sullivan,1598534807,9781598534801,0,4.15,Library of America,Hardcover,138,2016,2014,,2016/12/06,to-read,to-read (#9),to-read,,,,0,0
26530355,Misbehaving: The Making of Behavioral Economics,Richard H. Thaler,"Thaler, Richard H.",,039335279X,9780393352795,4,4.16,W. W. Norton & Company,Paperback,358,2016,2016,2016/11/15,2016/12/02,,,read,"I really enjoyed reading this book. It was a comprehensive read about Behavioral economics. Covering everything from confirmation bias, to sunk cost, to explaining the 'nudge' concept. <br/><br/>The only downside is that the book is very long, and spends a lot of time talking about the history (including the influencing individuals) behind a lot of the existing theories. <br/><br/>This book is the recommendation for ""I know nothing about behavioral economics, where do i start?""",,,1,0
7865083,Liar's Poker,Michael   Lewis,"Lewis, Michael",,039333869X,9780393338690,0,4.15,W. W. Norton & Company,Paperback,310,2010,1989,,2016/12/02,to-read,to-read (#8),to-read,,,,0,0
4887,The Drama of the Gifted Child: The Search for the True Self,Alice   Miller,"Miller, Alice",,0465016901,9780465016907,0,4.05,Basic Books,Paperback,136,1997,1979,,2016/11/21,to-read,to-read (#7),to-read,,,,0,0
13426114,The Honest Truth About Dishonesty: How We Lie to Everyone - Especially Ourselves,Dan Ariely,"Ariely, Dan",,0062183591,9780062183590,3,3.93,Harper,Hardcover,264,2012,2012,2016/11/18,2016/02/23,,,read,"Dan has one study that he manages to draw out to an entire book. This could have very easily been a long article and be just as impactful.<br/><br/>The content is interesting. Basically most humans tend to cheat, but mostly not maliciously.<br/><br/>It's a good read for people interested in human behaviors/psychology.",,,1,0
27220736,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,"Knight, Phil",,1501135910,9781501135910,5,4.46,Scribner,Hardcover,400,2016,2016,2016/11/10,2016/08/02,,,read,"What a fantastic read. <br/><br/>I originally thought that this was going to be about the logistics and growth of Nike as a brand. I was very wrong. This book is Phil Knights perspective on how Nike was born and bred for runners. Lot's of interesting characters, a lot of whom are now dead.<br/><br/>It's personal, reflective and rarely looks at the business aspects of the brand and products.<br/><br/>",,,1,0
9418327,Bossypants,Tina Fey,"Fey, Tina",,,,0,3.96,Reagan Arthur Books,ebook,283,2011,2011,,2016/11/08,to-read,to-read (#6),to-read,,,,0,0
551592,Everyday Zen: Love & Work,Charlotte Joko Beck,"Beck, Charlotte Joko",Steve       Smith,0060607343,9780060607340,0,4.16,HarperOne,Paperback,224,1989,1989,,2016/10/28,to-read,to-read (#5),to-read,,,,0,0
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,"Schlosser, Eric",,0060838582,9780060838584,0,3.75,Harper Perennial,Paperback,383,2005,2001,,2016/10/28,,,read,,,,1,0
11721966,Good Strategy Bad Strategy: The Difference and Why It Matters,Richard P. Rumelt,"Rumelt, Richard P.",,0307886255,9780307886255,4,4.13,Crown Business,Unknown Binding,320,2011,2011,2016/10/28,2016/10/26,,,read,"TLDR: there is a difference between strategy, success metrics and goals. Strategy is what you do to achieve your goals, measured by your success metrics.",,,1,0
17707768,Jony Ive: The Genius Behind Apple's Greatest Products,Leander Kahney,"Kahney, Leander",,159184617X,9781591846178,0,3.98,Portfolio,Hardcover,274,2013,2013,,2016/10/26,to-read,to-read (#4),to-read,,,,0,0
17986418,Naked Statistics: Stripping the Dread from the Data,Charles Wheelan,"Wheelan, Charles",,039334777X,9780393347777,0,3.96,W. W. Norton & Company,Paperback,304,2014,2012,,2016/10/26,,,read,,,,1,0
6828896,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,"Hsieh, Tony",,0446563048,9780446563048,4,4.04,Grand Central Publishing,Hardcover,246,2010,2000,2016/10/26,2016/10/22,,,read,Really insightful look at a company with an incredible corporate culture.,,,1,0
15801967,Contagious: Why Things Catch On,Jonah Berger,"Berger, Jonah",,1451686579,9781451686579,2,3.98,Simon & Schuster,Hardcover,210,2013,2013,2016/10/22,2016/10/18,,,read,"This book is perfect for anyone getting into marketing for this first time, and wants a 101 on Content and 'Viral' marketing<br/><br/>The examples used are from viral videos in the late 2000's and very early 2010's. It's hard to take a book seriously when what is written in this book is now commonplace through the internet. <br/><br/>A 2-page TL;DR or 20-slide presentation, would have been a perfect way to digest this instead of reading the entire book. The introduction actually does a pretty good job of doing that.<br/><br/>The entire book revolves around STEPPS, which stands for:<br/><br/>Social currency<br/>Triggers<br/>Emotion<br/>Public<br/>Practical Value<br/>Stories <br/><br/>One sentence summaries of each of the above, and you're done.",,,1,0
26097031,My Story,Steven Gerrard,"Gerrard, Steven",,140592442X,9781405924429,0,4.1,Penguin,Kindle Edition,459,2015,2015,,2016/08/01,to-read,to-read (#3),to-read,,,,0,0
10261138,Carra: My Autobiography,Jamie Carragher,"Carragher, Jamie",Kenny Dalglish,,,5,3.99,,Kindle Edition,410,,2008,2016/08/01,2016/04/29,,,read,,,,1,0
27564376,I am not a salesperson: Succeed in sales by being you,Sana Vasli,"Vasli, Sana",,1500128414,9781500128418,5,4.1,CreateSpace Independent Publishing Platform,Paperback,194,2014,2014,,2016/02/23,,,read,,,,1,0
5941078,Made to Stick: Why Some Ideas Survive and Others Die,Chip Heath,"Heath, Chip",Dan Heath,,,4,3.98,Random House,ebook,291,2007,2006,2016/04/25,2016/02/23,,,read,,,,1,0
7815744,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,Dan Ariely,"Ariely, Dan",,0061995037,9780061995033,0,4.03,Harper,Hardcover,334,2010,2010,,2016/04/25,to-read,to-read (#2),to-read,,,,0,0
24072267,I Am Not A Salesperson: Succeed in sales by being you,Sana Vasli,"Vasli, Sana",,,,5,4.1,,Kindle Edition,196,2014,2014,,2016/04/25,,,read,,,,1,0
10127019,The Lean Startup,Eric Ries,"Ries, Eric",,0307887898,9780307887894,4,4.11,Best Business,Hardcover,299,2011,2011,,2013/08/24,,,read,,,,1,0
13133452,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",Mike Chamberlain,0307966658,9780307966650,4,4.13,Random House Audio,Audiobook,11,2012,2012,,2013/08/05,,,read,,,,1,0
48019,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),Peter F. Drucker,"Drucker, Peter F.",,0060833459,9780060833459,4,4.08,Harper Business,Paperback,208,2006,1966,,2016/02/23,,,read,,,,1,0
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,0804139296,9780804139298,4,4.15,Crown Currency,Hardcover,195,2014,2014,,2016/02/23,,,read,,,,1,0
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,,,4,4.01,Time Warner Book Group,Paperback,301,2002,2000,2013/10/18,2013/08/05,,,read,,,,1,0
15751404,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,"Gladwell, Malcolm",,0316204366,9780316204361,4,3.97,"Little, Brown and Company",Hardcover,305,2013,2013,,2016/02/23,,,read,,,,1,0
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,1400069289,9781400069286,4,4.13,Random House,Hardcover,375,2012,2012,,2016/02/23,,,read,,,,1,0
10054210,The Innovator's DNA: Mastering the Five Skills of Disruptive Innovators,Jeffrey H. Dyer,"Dyer, Jeffrey H.","Hal B. Gregersen, Clayton M. Christensen",1422134814,9781422134818,3,3.97,Harvard Business Review Press,Hardcover,304,2011,,,2016/02/23,,,read,,,,1,0
1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,"Ariely, Dan",,,,4,4.12,HarperCollins Canada,Hardcover,247,2008,2008,,2016/02/23,,,read,,,,1,0
18656827,"Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal",Nick Bilton,"Bilton, Nick",,1591846013,9781591846017,5,4.04,Portfolio Hardcover,Hardcover,299,2013,2013,,2016/02/23,,,read,,,,1,0
24724602,Flash Boys: A Wall Street Revolt,Michael   Lewis,"Lewis, Michael",,0393351599,9780393351590,5,4.14,W. W. Norton & Company,Paperback,304,2015,2014,,2016/02/23,,,read,,,,1,0
17346828,The Good Jobs Strategy: How the Smartest Companies Invest in Employees to Lower Costs and Boost Profits,Zeynep Ton,"Ton, Zeynep",,0544114442,9780544114449,4,4.17,New Harvest,Hardcover,240,2014,2015,,2016/02/23,,,read,,,,1,0
23158207,How Google Works,Eric Schmidt,"Schmidt, Eric",Jonathan Rosenberg,,,4,4.05,Grand Central Publishing,ebook,286,2014,2014,,2016/02/23,,,read,,,,1,0
10723236,Start Something That Matters,Blake Mycoskie,"Mycoskie, Blake",,1400069181,9781400069187,4,4.02,Spiegel & Grau,Hardcover,208,2011,2011,,2016/02/23,,,read,,,,1,0
19288230,Scrum: The Art of Doing Twice the Work in Half the Time,Jeff Sutherland,"Sutherland, Jeff",,038534645X,9780385346450,4,4.14,Crown Currency,Hardcover,237,2014,2014,,2016/02/23,,,read,,,,1,0
18077903,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull,"Catmull, Ed",Amy    Wallace,0812993012,9780812993011,4,4.21,Random House,Hardcover,368,2014,2014,,2016/02/23,,,read,,,,1,0
17660462,The Everything Store: Jeff Bezos and the Age of Amazon,Brad Stone,"Stone, Brad",,0316219266,9780316219266,5,4.14,"Little, Brown and Company",Hardcover,384,2013,2013,,2016/02/23,,,read,,,,1,0
22668729,Hooked: How to Build Habit-Forming Products,Nir   Eyal,"Eyal, Nir",Ryan Hoover,1591847788,9781591847786,3,4.12,Portfolio,Hardcover,256,2014,2013,,2016/02/23,,,read,,,,1,0
23019295,When to Rob a Bank: ...And 131 More Warped Suggestions and Well-Intended Rants,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,0062385321,9780062385321,3,3.53,William Morrow,Hardcover,387,2015,2015,,2016/02/23,,,read,,,,1,0
13592936,Turn The Ship Around!: How to Create Leadership at Every Level,L. David Marquet,"Marquet, L. David",,1608323749,9781608323746,0,4.23,Greenleaf Book Group Llc,Hardcover,238,2012,2013,,2013/09/25,to-read,to-read (#1),to-read,,,,0,0
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm","Barry Fox, Irina Henegar",0316010669,9780316010665,5,3.96,Back Bay Books,Paperback,296,2007,2005,,2013/08/05,,,read,,,,1,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,0316017922,9780316017923,5,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,2013/09/11,2013/08/24,,,read,,,,1,0
81948,The E-myth Revisited,Michael E. Gerber,"Gerber, Michael E.",,0887307280,9780887307287,3,4.07,Harper Collins,Unknown Binding,269,1995,1985,,2013/08/24,,,read,,,,1,0
15824358,The First 90 Days: Critical Success Strategies for New Leaders at All Levels,Michael D. Watkins,"Watkins, Michael D.",,1422188612,9781422188613,4,3.85,Harvard Business Review Press,Hardcover,304,2013,2003,,2013/08/23,,,read,,,,1,0
1303,The 48 Laws of Power,Robert Greene,"Greene, Robert",,0140280197,9780140280197,3,4.09,Penguin Books,Paperback,452,2000,1999,,2013/08/05,,,read,,,,1,0
2848658,Buyology: Truth and Lies About Why We Buy,Martin Lindstrom,"Lindstrom, Martin",Paco Underhill,0385523882,9780385523882,4,3.76,Doubleday,Hardcover,241,2008,2008,,2013/08/05,,,read,,,,1,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,0374275637,9780374275631,4,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2013/08/05,,,read,,,,1,0
3860977,How We Decide,Jonah Lehrer,"Lehrer, Jonah",,0618620117,9780618620111,3,3.85,Houghton Mifflin Company,Hardcover,259,2009,2009,,2013/08/05,,,read,,,,1,0
647,No Logo,Naomi Klein,"Klein, Naomi",,0312421435,9780312421434,4,3.89,Picador,Paperback,528,2002,2000,,2013/07/22,,,read,,,,1,0
368593,The 4-Hour Workweek,Timothy Ferriss,"Ferriss, Timothy",,0307353133,9780307353139,5,3.91,Harmony,ebook,308,2007,2007,,2013/07/22,,,read,,,,1,0
6480781,Open,Andre Agassi,"Agassi, Andre","J.R. Moehringer, Андре Агаси",0307268195,9780307268198,5,4.32,Knopf,Hardcover,388,2009,2009,,2013/07/22,,,read,,,,1,0
11084145,Steve Jobs,Walter Isaacson,"Isaacson, Walter",,1451648537,9781451648539,5,4.16,Simon & Schuster,Hardcover,630,2011,2011,,2013/07/22,,,read,,,,1,0
